transaction_id,customer_id,order_date,category,product_line,quantity,unit_price_eur,discount_pct,revenue_eur,channel,reason_code
TXN10563,C0272,2025-06-10,Necklace,High Jewelry,1,104.24,0.15,88.6,Online,
TXN10917,C0189,2026-04-10,Bracelet,Signature,2,225.3,0.2,360.48,Online,
TXN10702,C0258,2024-05-03,Necklace,Classic,1,932.55,0.05,885.92,Online,
TXN10501,C0332,2024-06-29,Ring,Bridal,3,11664.75,0.0,34994.25,Boutique,
TXN10105,C0296,2026-03-29,Necklace,Signature,1,1168.38,0.0,1168.38,Boutique,
TXN10084,C0003,2025-03-31,Bracelet,Signature,1,343.09,0.0,343.09,Boutique,
TXN10791,C0035,2024-01-19,Bracelet,Classic,2,807.19,0.15,1372.22,Online,
TXN10300,C0077,2024-06-10,Ring,High Jewelry,1,196.43,0.2,157.14,Boutique,
TXN10298,C0265,2025-01-20,Bracelet,Limited,1,186.38,0.1,167.74,Online,
TXN10834,C0267,2025-08-27,Watch,Signature,2,207.03,0.3,289.84,Boutique,
TXN10673,C0086,2026-06-10,Necklace,High Jewelry,3,206.25,0.05,587.81,Online,
TXN10739,C0030,2025-06-03,Ring,Signature,1,1933.74,0.1,1740.37,Boutique,
TXN10549,C0246,2024-05-22,Necklace,Classic,1,720.81,0.1,648.73,,
TXN10689,C0127,2024-12-01,Necklace,High Jewelry,1,512.06,0.1,460.85,Boutique,
TXN10594,C0173,2024-01-21,Ring,Bridal,3,531.29,0.3,1115.71,,
TXN10785,C0341,2026-01-11,Ring,Signature,1,168.13,0.3,117.69,Boutique,
TXN10682,C0102,2024-03-27,Bracelet,Classic,3,132.56,0.2,318.14,Online,
TXN10341,C0324,2026-06-08,Ring,Classic,2,214.39,0.1,385.9,Online,
TXN10870,C0339,2025-12-01,Watch,Signature,1,832.82,0.2,666.26,Flagship,
TXN10388,C0028,2025-06-20,Bracelet,Classic,1,75.04,0.05,71.29,Boutique,
TXN10239,C0082,2025-03-02,Necklace,High Jewelry,2,2208.48,0.2,3533.57,Boutique,
TXN10150,C0004,2024-01-25,Earrings,Classic,3,227.94,0.0,683.82,Flagship,
TXN10282,C0109,2026-07-16,Earrings,Signature,1,866.92,0.0,866.92,Boutique,
TXN10178,C0122,2024-11-23,Bracelet,Classic,2,4993.49,0.0,9986.98,Boutique,
TXN10457,C0167,2025-05-14,Earrings,Classic,1,90.97,0.1,81.87,Boutique,
TXN10541,C0331,2024-10-25,Necklace,Signature,2,521.0,0.05,989.9,Online,
TXN10857,C0191,2025-11-04,Watch,Limited,1,871.97,0.1,784.77,Online,
TXN10839,C0348,2024-12-22,Earrings,Classic,2,1095.15,0.2,1752.24,Boutique,
TXN10137,C0260,2025-10-05,Bracelet,Limited,2,2759.79,0.2,4415.66,Boutique,
TXN10597,C0174,2025-09-21,Ring,Signature,1,105.23,0.3,73.66,Online,
TXN10684,C0012,2026-06-30,Necklace,High Jewelry,1,1945.98,0.3,1362.19,Online,
TXN10112,C0252,2025-12-28,Earrings,Classic,1,1727.54,0.15,1468.41,Boutique,
TXN10643,C0042,2026-04-30,Earrings,Classic,3,1046.87,0.05,2983.58,Online,
TXN10167,C0177,2025-05-29,Watch,Signature,1,310.62,0.05,295.09,Online,
TXN10345,C0243,2024-02-25,Watch,Signature,1,111.91,0.0,111.91,Boutique,
TXN10688,C0154,2025-11-13,Bracelet,Limited,3,3244.52,0.0,9733.56,Online,
TXN10711,C0043,2024-07-27,Watch,Limited,2,918.22,0.0,1836.44,Online,
TXN10186,C0088,2024-03-24,Bracelet,Limited,2,465.73,0.1,838.31,Boutique,
TXN10779,C0100,2024-02-08,Earrings,Classic,3,1587.37,0.1,4285.9,Boutique,
TXN10781,C0064,2026-01-29,Watch,Limited,1,394.14,0.2,315.31,Boutique,
TXN10742,C0254,2026-07-31,Ring,High Jewelry,1,127.3,0.1,114.57,Online,
TXN10503,C0013,2024-09-01,Watch,Limited,2,482.18,0.2,771.49,Boutique,
TXN10557,C0103,2026-05-02,Ring,High Jewelry,1,298.84,0.3,209.19,Online,
TXN10504,C0009,2024-12-13,Necklace,High Jewelry,2,2812.94,0.2,4500.7,,
TXN10766,C0274,2024-07-11,Earrings,Classic,2,459.02,0.2,734.43,Online,
TXN10750,C0065,2025-08-21,Watch,Signature,1,1237.39,0.3,866.17,Boutique,
TXN10490,C0345,2026-05-01,Necklace,Signature,2,123.37,0.0,246.74,Online,
TXN10777,C0253,2026-02-19,Earrings,Classic,2,1039.27,0.0,2078.54,Boutique,
TXN10130,C0329,2024-03-11,Ring,Signature,3,522.21,0.0,1566.63,Boutique,
TXN10267,C0252,2025-07-17,Watch,Signature,1,142.59,0.15,121.2,Boutique,
TXN10741,C0308,2026-05-22,Bracelet,Classic,1,718.31,0.0,718.31,Boutique,
TXN10002,C0301,2026-02-25,Ring,Signature,1,2323.36,0.3,1626.35,Boutique,
TXN10279,C0113,2026-02-03,Ring,Signature,2,178.44,0.05,339.04,Flagship,
TXN10500,C0171,2025-02-14,Bracelet,Signature,1,763.05,0.0,763.05,Online,
TXN10516,C0142,2024-07-17,Necklace,High Jewelry,2,208.7,0.1,375.66,Boutique,
TXN10573,C0259,2024-03-10,Watch,Signature,1,82.0,0.15,69.7,Boutique,
TXN10177,C0294,2026-05-21,Earrings,Classic,2,146.6,0.0,293.2,Boutique,
TXN10175,C0081,2026-03-21,Earrings,Signature,1,822.62,0.0,822.62,Online,
TXN10463,C0036,2024-04-21,Watch,Signature,2,1173.07,0.05,2228.83,Boutique,
TXN10545,C0342,2024-06-14,Ring,Classic,1,331.58,0.05,315.0,,
TXN10310,C0302,2024-04-10,Watch,Limited,1,408.05,0.3,285.63,Boutique,
TXN10427,C0126,2024-10-11,Watch,Signature,1,821.23,0.0,821.23,Boutique,
TXN10520,C0347,2024-08-23,Bracelet,Classic,1,1076.25,0.0,1076.25,Online,
TXN10409,C0016,2026-06-20,Bracelet,Classic,3,114.57,0.2,274.97,Boutique,
TXN10546,C0341,2024-12-18,Bracelet,Classic,1,147.75,0.15,125.59,,
TXN10445,C0269,2024-06-28,Bracelet,Signature,2,441.94,0.15,751.3,Boutique,
TXN10568,C0306,2026-02-20,Watch,Signature,1,116.47,0.0,116.47,Boutique,
TXN10816,C0133,2025-03-27,Earrings,Classic,3,931.96,0.0,2795.88,Boutique,
TXN10082,C0339,2024-03-28,Earrings,Signature,1,1021.38,0.2,817.1,Boutique,
TXN10230,C0071,2026-04-30,Earrings,Classic,2,2298.81,0.0,4597.62,Boutique,
TXN10540,C0267,2024-10-27,Necklace,Signature,1,300.09,0.1,270.08,Boutique,
TXN10141,C0086,2024-05-09,Bracelet,Signature,1,811.11,0.05,770.55,Online,
TXN10588,C0085,2025-03-17,Earrings,Signature,2,43.54,0.3,60.96,Boutique,
TXN10661,C0249,2024-01-21,Earrings,Signature,1,2532.48,0.05,2405.86,Online,
TXN10351,C0252,2024-11-02,Earrings,Classic,1,96.9,0.15,82.37,Boutique,
TXN10706,C0348,2024-03-01,Ring,Bridal,1,678.7,0.2,542.96,Boutique,
TXN10658,C0156,2026-04-12,Watch,Limited,3,1996.16,0.2,4790.78,Online,
TXN10926,X9971,2025-04-26,Ring,High Jewelry,2,3055.32,0.0,6110.64,Online,
TXN10249,C0281,2025-01-17,Watch,Limited,1,734.85,0.1,661.37,Boutique,
TXN10752,C0092,2025-12-30,Bracelet,Limited,3,226.09,0.1,610.44,Boutique,
TXN10211,C0124,2026-04-04,Necklace,Signature,1,377.67,0.2,302.14,Boutique,
TXN10403,C0010,2025-12-01,Bracelet,Classic,1,233.77,0.15,198.7,Boutique,
TXN10251,C0174,2026-02-14,Necklace,Signature,3,54.61,0.15,139.26,Boutique,
TXN10051,C0061,2025-07-04,Ring,Classic,1,391.01,0.3,273.71,Boutique,
TXN10459,C0167,2025-10-27,Watch,Signature,2,154.44,0.1,277.99,Online,
TXN10543,C0157,2026-03-19,Ring,Signature,1,204.77,0.3,143.34,Online,
TXN10185,C0219,2024-10-28,Necklace,Classic,2,2515.72,0.0,5031.44,Boutique,
TXN10253,C0300,2026-08-04,Earrings,Classic,1,601.52,0.2,481.22,Online,
TXN10800,C0326,2024-10-05,Ring,Bridal,1,1841.27,0.1,1657.14,Boutique,
TXN10448,C0305,2024-12-07,Necklace,Signature,2,461.49,0.3,646.09,Online,
TXN10092,C0125,2025-01-20,Bracelet,Classic,1,71.08,0.0,71.08,Flagship,
TXN10786,C0320,2026-08-14,Ring,High Jewelry,1,1787.34,0.0,1787.34,Boutique,
TXN10799,C0160,2026-01-08,Ring,Bridal,2,182.92,0.0,365.84,Boutique,
TXN10748,C0034,2024-05-27,Necklace,Signature,3,140.76,0.05,401.17,Boutique,
TXN10054,C0305,2025-04-02,Necklace,Signature,1,917.73,0.0,917.73,Online,
TXN10062,C0309,2026-06-13,Necklace,Signature,1,814.89,0.1,733.4,Boutique,
TXN10724,C0099,2025-12-10,Necklace,Classic,3,1176.08,0.15,2999.0,Online,
TXN10235,C0090,2026-05-22,Necklace,Classic,1,67.22,0.1,60.5,,
TXN10056,C0296,2026-03-02,Watch,Signature,1,795.73,0.0,795.73,Flagship,
TXN10052,C0153,2025-11-20,Earrings,Signature,2,1010.25,0.3,1414.35,Boutique,
TXN10636,C0145,2025-09-19,Bracelet,Signature,1,521.53,0.05,495.45,Online,
TXN10326,C0135,2024-10-21,Ring,High Jewelry,1,2333.76,0.0,2333.76,Online,
TXN10865,C0128,2025-03-04,Watch,Limited,1,794.48,0.3,556.14,Boutique,
TXN10444,C0140,2024-03-29,Earrings,Classic,2,489.17,0.3,684.84,Flagship,
TXN10073,C0124,2025-09-26,Ring,High Jewelry,1,645.6,0.3,451.92,Boutique,
TXN10042,C0160,2025-10-16,Necklace,Classic,2,1501.05,0.0,3002.1,Boutique,
TXN10140,C0062,2025-12-25,Necklace,Signature,2,487.67,0.3,682.74,Online,
TXN10485,C0155,2026-02-03,Earrings,Signature,2,100.68,0.1,181.22,Boutique,
TXN10337,C0250,2024-09-13,Bracelet,Classic,2,646.34,0.0,1292.68,Online,
TXN10455,C0239,2024-05-14,Watch,Limited,1,746.32,0.2,597.06,Online,
TXN10683,C0267,2024-10-17,Watch,Signature,1,163.0,0.15,138.55,Boutique,
TXN10193,C0104,2026-05-04,Ring,Bridal,3,641.41,0.3,1346.96,Boutique,
TXN10402,C0288,2024-02-10,Necklace,Classic,1,178.94,0.1,161.05,Boutique,
TXN10413,C0210,2026-08-05,Necklace,Classic,3,235.12,0.2,564.29,Flagship,
TXN10399,C0103,2024-10-04,Watch,Limited,1,108.03,0.2,86.42,Online,
TXN10879,C0098,2024-02-11,Bracelet,Classic,1,149.3,0.0,149.3,Boutique,
TXN10125,C0082,2024-04-05,Bracelet,Classic,1,727.17,0.2,581.74,Flagship,
TXN10718,C0251,2025-07-05,Earrings,Signature,3,914.82,0.1,2470.01,Online,
TXN10591,C0165,2024-01-29,Necklace,High Jewelry,-1,599.33,0.05,-569.36,Online,R
TXN10152,C0252,2024-05-25,Necklace,High Jewelry,1,765.38,0.3,535.77,Boutique,
TXN10113,C0150,2024-10-08,Necklace,Signature,2,237.47,0.15,403.7,Online,
TXN10334,C0218,2025-03-05,Ring,Signature,2,900.92,0.05,1711.75,Boutique,
TXN10122,C0033,2025-02-11,Watch,Limited,1,193.72,0.1,174.35,Boutique,
TXN10695,C0061,2024-11-08,Bracelet,Classic,1,433.89,0.3,303.72,Online,
TXN10747,C0234,2025-01-13,Ring,Bridal,2,2758.2,0.3,3861.48,Flagship,
TXN10616,C0155,2026-08-16,Necklace,Signature,1,1092.83,0.3,764.98,Online,
TXN10808,C0125,2024-02-05,Earrings,Classic,3,1712.11,0.2,4109.06,Boutique,
TXN10818,C0341,2026-03-19,Watch,Limited,2,514.12,0.15,874.0,Flagship,
TXN10669,C0311,2024-04-13,Earrings,Signature,2,485.18,0.0,970.36,Flagship,
TXN10679,C0324,2024-10-29,Watch,Limited,3,129.9,0.15,331.25,Online,
TXN10251,C0174,2026-02-14,Necklace,Signature,3,54.61,0.15,139.26,Boutique,
TXN10887,C0246,2025-06-06,Necklace,Signature,1,426.19,0.05,404.88,Boutique,
TXN10012,C0296,2024-07-13,Bracelet,Signature,2,1325.61,0.1,2386.1,Boutique,
TXN10770,C0067,2025-03-04,Watch,Limited,1,471.5,0.0,471.5,Online,
TXN10922,X9057,2026-08-11,Watch,Signature,1,1378.49,0.0,1378.49,Boutique,
TXN10877,C0192,2025-01-08,Bracelet,Limited,1,417.65,0.0,417.65,Flagship,
TXN10919,C0094,2024-12-27,Earrings,Signature,3,272.66,0.1,736.18,Online,
TXN10362,C0063,2025-05-07,Bracelet,Classic,1,682.82,0.3,477.97,Online,
TXN10764,C0276,2024-11-29,Bracelet,Signature,1,720.16,0.0,720.16,Boutique,
TXN10579,C0348,2024-07-02,Bracelet,Classic,2,843.88,0.2,1350.21,Online,
TXN10542,C0249,2025-11-12,Watch,Signature,2,5166.13,0.1,9299.03,Boutique,
TXN10303,C0076,2024-06-19,Necklace,High Jewelry,2,282.49,0.15,480.23,Flagship,
TXN10394,C0217,2024-12-22,Bracelet,Classic,3,202.13,0.0,606.39,Online,
TXN10456,C0241,2026-08-28,Ring,High Jewelry,2,6201.29,0.0,12402.58,Online,
TXN10005,C0258,2025-08-29,Ring,Classic,2,1439.74,0.05,2735.51,Online,
TXN10470,C0280,2025-11-09,Ring,High Jewelry,2,240.84,0.1,433.51,Online,
TXN10768,C0102,2026-07-22,Necklace,Classic,1,1668.95,0.05,1585.5,Online,
TXN10449,C0012,2026-02-15,Watch,Limited,1,324.21,0.15,275.58,Boutique,
TXN10047,C0262,2026-04-08,Earrings,Signature,2,341.73,0.1,615.11,Online,
TXN10104,C0231,2025-03-15,Watch,Signature,1,242.14,0.05,230.03,Online,
TXN10755,C0219,2025-04-23,Earrings,Classic,2,402.87,0.05,765.45,Boutique,
TXN10745,C0090,2026-06-25,Ring,Classic,2,286.02,0.0,572.04,Boutique,
TXN10283,C0100,2024-07-04,Necklace,High Jewelry,1,1038.62,0.3,727.03,Online,
TXN10428,C0335,2024-02-07,Bracelet,Signature,1,714.42,0.0,714.42,Boutique,
TXN10133,C0014,2024-07-29,Bracelet,Classic,3,527.57,0.1,1424.44,Boutique,
TXN10723,C0034,2024-05-11,Watch,Limited,2,838.79,0.3,1174.31,Boutique,
TXN10532,C0198,2025-06-27,Bracelet,Limited,1,106.06,0.2,84.85,Flagship,
TXN10431,C0282,2024-10-26,Necklace,High Jewelry,1,462.79,0.05,439.65,,
TXN10496,C0056,2025-07-07,Ring,High Jewelry,3,942.7,0.0,2828.1,Flagship,
TXN10908,C0036,2024-03-14,Ring,Signature,3,381.89,0.1,1031.1,Boutique,
TXN10482,C0303,2025-11-05,Ring,Bridal,1,291.81,0.3,204.27,Online,
TXN10323,C0287,2025-05-30,Necklace,Classic,2,782.23,0.15,1329.79,Boutique,
TXN10060,C0288,2025-03-02,Earrings,Classic,1,558.27,0.05,530.36,Boutique,
TXN10647,C0062,2025-05-17,Bracelet,Signature,1,4235.99,0.2,3388.79,Online,
TXN10064,C0283,2026-03-05,Bracelet,Signature,3,228.84,0.05,652.19,Boutique,
TXN10654,C0182,2025-08-22,Bracelet,Classic,1,100.54,0.2,80.43,Online,
TXN10676,C0191,2025-01-04,Earrings,Classic,2,681.11,0.1,1226.0,Online,
TXN10050,C0192,2025-04-04,Earrings,Signature,3,235.18,0.3,493.88,Boutique,
TXN10118,C0106,2025-08-06,Necklace,High Jewelry,2,333.09,0.0,666.18,Boutique,
TXN10589,C0338,2025-12-02,Watch,Signature,2,566.92,0.3,793.69,Boutique,
TXN10081,C0168,2025-10-11,Necklace,High Jewelry,2,479.37,0.1,862.87,Boutique,
TXN10744,C0226,2025-10-08,Ring,High Jewelry,1,982.04,0.0,982.04,Boutique,
TXN10736,C0294,2025-10-14,Ring,Signature,2,505.75,0.2,809.2,Online,
TXN10782,C0184,2024-08-09,Ring,Classic,1,549.63,0.3,384.74,Online,
TXN10860,C0114,2024-04-17,Earrings,Signature,2,905.71,0.2,1449.14,Online,
TXN10088,C0033,2025-03-21,Ring,Signature,1,269.41,0.05,255.94,Boutique,
TXN10851,C0064,2024-11-01,Watch,Limited,2,280.01,0.2,448.02,Boutique,
TXN10837,C0324,2025-05-21,Ring,Classic,3,48.72,0.3,102.31,Boutique,
TXN10325,C0196,2025-11-24,Ring,Classic,2,3293.51,0.05,6257.67,Boutique,
TXN10065,C0263,2025-04-22,Earrings,Classic,1,344.04,0.05,326.84,Boutique,
TXN10713,C0140,2024-09-13,Watch,Limited,1,1385.13,0.3,969.59,Online,
TXN10295,C0343,2025-06-14,Ring,Classic,2,1643.46,0.1,2958.23,Online,
TXN10693,C0235,2025-12-22,Ring,Classic,3,519.49,0.0,1558.47,Boutique,
TXN10732,C0227,2024-11-04,Necklace,Classic,1,711.81,0.2,569.45,,
TXN10026,C0313,2024-07-15,Earrings,Signature,1,1631.09,0.0,1631.09,Flagship,
TXN10838,C0092,2026-01-14,Earrings,Signature,1,3582.65,0.15,3045.25,Boutique,
TXN10201,C0029,2026-03-21,Watch,Signature,2,193.6,0.1,348.48,Boutique,
TXN10329,C0315,2026-02-21,Necklace,High Jewelry,1,1400.25,0.1,1260.23,Online,
TXN10315,C0204,2026-05-25,Ring,Signature,1,1074.27,0.1,966.84,Online,
TXN10098,C0170,2024-04-18,Earrings,Signature,2,513.82,0.2,822.11,Online,
TXN10530,C0157,2025-12-21,Ring,Bridal,2,412.05,0.0,824.1,Flagship,
TXN10284,C0237,2024-03-15,Watch,Limited,1,322.6,0.0,322.6,Online,
TXN10123,C0173,2025-08-14,Watch,Signature,1,2117.81,0.0,2117.81,Flagship,
TXN10802,C0011,2025-03-13,Earrings,Signature,1,3515.73,0.15,2988.37,Online,
TXN10292,C0149,2025-04-20,Ring,Signature,1,493.9,0.15,419.81,Boutique,
TXN10491,C0113,2024-09-14,Bracelet,Classic,2,2969.27,0.2,4750.83,Boutique,
TXN10687,C0298,2026-01-01,Watch,Limited,2,3637.41,0.3,5092.37,Online,
TXN10171,C0278,2024-06-28,Bracelet,Limited,1,483.07,0.15,410.61,Boutique,
TXN10703,C0297,2024-03-27,Earrings,Classic,2,2149.97,0.15,3654.95,Boutique,
TXN10307,C0077,2024-04-08,Watch,Signature,2,2300.27,0.15,3910.46,Online,
TXN10853,C0268,2025-09-12,Bracelet,Classic,1,539.83,0.2,431.86,Online,
TXN10419,C0238,2024-04-02,Earrings,Signature,2,791.37,0.2,1266.19,Boutique,
TXN10730,C0171,2026-03-24,Watch,Signature,2,288.34,0.15,490.18,Boutique,
TXN10731,C0321,2025-08-15,Earrings,Classic,3,1742.43,0.0,5227.29,Online,
TXN10536,C0298,2026-02-10,Ring,Bridal,1,895.1,0.05,850.35,Boutique,
TXN10191,C0258,2026-07-11,Watch,Limited,2,530.63,0.0,1061.26,Boutique,
TXN10404,C0321,2026-06-18,Bracelet,Classic,1,1472.03,0.1,1324.83,Online,
TXN10078,C0279,2025-11-04,Watch,Signature,3,956.19,0.3,2008.0,Boutique,
TXN10013,C0255,2024-04-02,Necklace,Classic,1,2694.26,0.0,2694.26,Online,
TXN10523,C0172,2024-02-02,Ring,Bridal,1,724.68,0.0,724.68,Online,
TXN10538,C0273,2026-07-10,Watch,Signature,3,175.18,0.2,420.43,Online,
TXN10539,C0097,2024-03-30,Earrings,Classic,-3,178.02,0.0,-534.06,Boutique,R
TXN10004,C0129,2025-10-12,Ring,Classic,3,1614.73,0.05,4601.98,Online,
TXN10247,C0028,2026-05-14,Ring,High Jewelry,2,405.3,0.15,689.01,Boutique,
TXN10424,C0027,2024-11-11,Earrings,Classic,2,104.21,0.05,198.0,Online,
TXN10614,C0340,2025-12-08,Necklace,High Jewelry,3,231.0,0.2,554.4,Boutique,
TXN10270,C0333,2024-04-27,Necklace,Classic,3,875.77,0.15,2233.21,Flagship,
TXN10274,C0218,2024-07-29,Necklace,Classic,3,626.2,0.3,1315.02,Boutique,
TXN10550,C0229,2024-04-04,Bracelet,Signature,1,213.54,0.15,181.51,Boutique,
TXN10519,C0060,2026-07-05,Necklace,High Jewelry,2,200.39,0.05,380.74,Boutique,
TXN10229,C0323,2024-11-04,Necklace,High Jewelry,2,417.34,0.05,792.95,Online,
TXN10383,C0110,2024-01-23,Bracelet,Signature,2,517.78,0.0,1035.56,Boutique,
TXN10007,C0255,2024-10-23,Watch,Limited,1,723.21,0.3,506.25,Online,
TXN10405,C0196,2025-11-25,Watch,Signature,1,868.4,0.1,781.56,Boutique,
TXN10422,C0059,2025-10-11,Earrings,Classic,2,286.25,0.2,458.0,Online,
TXN10475,C0189,2025-08-17,Necklace,Signature,1,440.28,0.2,352.22,Online,
TXN10359,C0241,2024-07-15,Ring,Signature,2,1333.72,0.3,1867.21,Boutique,
TXN10904,C0276,2024-04-18,Watch,Signature,3,1894.8,0.05,5400.18,Online,
TXN10480,C0032,2025-08-15,Earrings,Signature,1,684.67,0.0,684.67,Boutique,
TXN10200,C0097,2024-08-04,Earrings,Signature,2,1837.26,0.3,2572.16,Boutique,
TXN10672,C0264,2025-11-16,Watch,Signature,1,2124.38,0.3,1487.07,Online,
TXN10553,C0219,2025-01-30,Bracelet,Limited,1,352.32,0.05,334.7,Flagship,
TXN10670,C0134,2025-11-24,Bracelet,Classic,2,116.03,0.0,232.06,Boutique,
TXN10778,C0237,2024-03-15,Necklace,Signature,2,1105.29,0.1,1989.52,Boutique,
TXN10651,C0254,2025-10-06,Watch,Limited,2,667.34,0.1,1201.21,Boutique,
TXN10587,C0197,2024-11-18,Earrings,Signature,1,1627.11,0.0,1627.11,Boutique,
TXN10296,C0333,2024-04-15,Bracelet,Limited,1,1100.22,0.3,770.15,Online,
TXN10858,C0223,2024-01-27,Earrings,Signature,1,1577.56,0.0,1577.56,Boutique,
TXN10824,C0311,2025-02-13,Earrings,Signature,1,4406.49,0.1,3965.84,Flagship,
TXN10454,C0323,2025-09-23,Earrings,Classic,1,327.65,0.2,262.12,Online,
TXN10102,C0012,2025-10-25,Bracelet,Signature,1,527.08,0.15,448.02,Boutique,
TXN10508,C0348,2024-11-28,Earrings,Classic,2,51.16,0.0,102.32,Boutique,
TXN10829,C0344,2025-11-12,Necklace,High Jewelry,3,112.53,0.1,303.83,Boutique,
TXN10421,C0129,2025-12-09,Bracelet,Classic,1,1302.11,0.2,1041.69,Online,
TXN10576,C0064,2024-04-22,Earrings,Classic,1,530.51,0.2,424.41,Boutique,
TXN10749,C0326,2026-08-01,Ring,High Jewelry,1,139.36,0.05,132.39,Boutique,
TXN10881,C0257,2024-05-14,Earrings,Signature,1,492.75,0.0,492.75,Online,
TXN10762,C0214,2025-03-25,Ring,Signature,1,397.9,0.0,397.9,Online,
TXN10101,C0179,2024-04-09,Earrings,Classic,1,335.36,0.0,335.36,Boutique,
TXN10290,C0039,2026-05-19,Necklace,High Jewelry,2,499.69,0.15,849.47,Boutique,
TXN10903,C0282,2026-01-09,Bracelet,Classic,1,179.14,0.0,179.14,Boutique,
TXN10291,C0109,2025-07-18,Necklace,High Jewelry,1,611.76,0.05,581.17,Boutique,
TXN10390,C0047,2025-03-18,Ring,Classic,1,255.96,0.05,243.16,Boutique,
TXN10446,C0248,2024-11-13,Watch,Signature,1,904.08,0.3,632.86,Flagship,
TXN10871,C0090,2025-01-10,Necklace,Classic,1,1839.1,0.1,1655.19,Boutique,
TXN10181,C0084,2024-03-16,Earrings,Classic,2,158.65,0.0,317.3,Online,
TXN10722,C0101,2024-04-23,Earrings,Classic,2,2489.95,0.0,4979.9,Online,
TXN10630,C0235,2024-01-11,Necklace,High Jewelry,3,312.07,0.1,842.59,Online,
TXN10604,C0223,2024-11-22,Earrings,Classic,1,2542.15,0.3,1779.5,Boutique,
TXN10646,C0048,2024-09-18,Earrings,Classic,2,1090.44,0.05,2071.84,Online,
TXN10814,C0088,2025-01-18,Ring,Classic,2,248.73,0.0,497.46,Boutique,
TXN10875,C0206,2024-01-10,Bracelet,Classic,1,112.05,0.15,95.24,Boutique,
TXN10790,C0199,2024-12-06,Ring,Bridal,3,37.67,0.05,107.36,Flagship,
TXN10436,C0212,2024-12-07,Necklace,High Jewelry,1,114.11,0.0,114.11,Online,
TXN10555,C0213,2026-05-05,Ring,High Jewelry,1,589.93,0.05,560.43,Boutique,
TXN10924,X9891,2025-11-09,Necklace,Classic,2,661.4,0.0,1322.8,Boutique,
TXN10360,C0198,2024-09-10,Earrings,Signature,2,356.83,0.2,570.93,Flagship,
TXN10420,C0212,2025-04-06,Bracelet,Classic,3,95.48,0.0,286.44,Online,
TXN10830,C0171,2026-08-12,Ring,Bridal,1,3237.67,0.2,2590.14,Boutique,
TXN10466,C0154,2026-03-24,Watch,Limited,2,1512.04,0.2,2419.26,Flagship,
TXN10602,C0296,2024-08-06,Earrings,Signature,2,2760.79,0.05,5245.5,Flagship,
TXN10127,C0001,2025-05-03,Ring,Classic,2,69.39,0.2,111.02,Boutique,
TXN10888,C0215,2024-11-23,Ring,High Jewelry,1,1225.63,0.0,1225.63,Online,
TXN10314,C0283,2025-05-09,Watch,Limited,2,124.58,0.05,236.7,Flagship,
TXN10309,C0190,2025-12-15,Necklace,Signature,2,530.08,0.3,742.11,Online,
TXN10016,C0186,2024-10-22,Watch,Signature,2,97.19,0.05,184.66,Online,
TXN10734,C0238,2026-06-20,Earrings,Signature,3,634.23,0.2,1522.15,Online,
TXN10379,C0054,2026-03-22,Ring,Bridal,1,179.86,0.2,143.89,Boutique,
TXN10606,C0238,2025-07-27,Earrings,Classic,1,2450.5,0.0,2450.5,Boutique,
TXN10195,C0058,2024-06-02,Earrings,Classic,1,98.39,0.0,98.39,Online,
TXN10214,C0184,2024-11-03,Watch,Limited,1,1173.37,0.1,1056.03,Boutique,
TXN10356,C0026,2024-01-23,Watch,Signature,1,254.63,0.0,254.63,Online,
TXN10221,C0046,2025-09-21,Ring,Classic,2,395.74,0.1,712.33,Boutique,
TXN10916,C0077,2025-10-01,Bracelet,Limited,1,1236.03,0.05,1174.23,Flagship,
TXN10170,C0303,2025-12-21,Necklace,Signature,1,648.55,0.3,453.98,Flagship,
TXN10559,C0064,2025-03-03,Bracelet,Classic,1,652.77,0.1,587.49,Flagship,
TXN10430,C0234,2025-01-03,Watch,Limited,2,270.47,0.3,378.66,Boutique,
TXN10862,C0088,2026-08-27,Bracelet,Limited,3,880.17,0.2,2112.41,Flagship,
TXN10223,C0010,2025-10-03,Necklace,Signature,1,871.09,0.05,827.54,Boutique,
TXN10037,C0332,2026-01-05,Bracelet,Classic,1,52.02,0.15,44.22,Online,
TXN10767,C0088,2025-11-22,Necklace,Classic,3,546.29,0.15,1393.04,Boutique,
TXN10610,C0255,2024-08-31,Necklace,High Jewelry,1,1130.63,0.05,1074.1,Online,
TXN10717,C0331,2025-09-15,Necklace,High Jewelry,3,314.38,0.0,943.14,Boutique,
TXN10915,C0044,2025-09-11,Necklace,Signature,1,155.66,0.15,132.31,Boutique,
TXN10461,C0223,2026-03-17,Watch,Limited,1,186.13,0.2,148.9,Online,
TXN10003,C0156,2024-06-14,Ring,Classic,1,155.82,0.15,132.45,Online,
TXN10533,C0295,2026-03-17,Ring,High Jewelry,1,1234.16,0.2,987.33,Flagship,
TXN10716,C0134,2024-10-06,Earrings,Classic,2,283.37,0.05,538.4,Boutique,
TXN10416,C0267,2025-04-07,Necklace,High Jewelry,1,253.31,0.15,215.31,Boutique,
TXN10116,C0135,2026-06-01,Bracelet,Classic,1,1430.15,0.3,1001.11,Online,
TXN10607,C0015,2026-03-19,Bracelet,Limited,1,2638.98,0.2,2111.18,Online,
TXN10511,C0081,2026-06-19,Necklace,High Jewelry,1,480.7,0.0,480.7,Online,
